code,complexity
"def inversion_count_merge_sort15(arr):
    def merge(L, R):
        i = j = inv = 0
        merged = []
        while i < len(L) and j < len(R):
            if L[i] <= R[j]:
                merged.append(L[i]); i += 1
            else:
                merged.append(R[j]); j += 1
                inv += len(L)-i
        return merged + L[i:] + R[j:], inv
    if len(arr) <= 1:
        return arr, 0
    mid = len(arr)//2
    L, leftInv = inversion_count_merge_sort15(arr[:mid])
    R, rightInv = inversion_count_merge_sort15(arr[mid:])
    M, splitInv = merge(L, R)
    return M, leftInv+rightInv+splitInv",O(nlogn)
"def inversion_count_merge_sort16(arr):
    if len(arr) <= 1:
        return arr, 0
    mid = len(arr)//2
    L, invL = inversion_count_merge_sort16(arr[:mid])
    R, invR = inversion_count_merge_sort16(arr[mid:])
    i=j=inv=0
    merged = []
    while i < len(L) and j < len(R):
        if L[i] <= R[j]: merged.append(L[i]); i += 1
        else: merged.append(R[j]); j += 1; inv += len(L)-i
    merged += L[i:]+R[j:]
    return merged, invL+invR+inv",O(nlogn)
"def inversion_count_merge_sort17(arr):
    def merge_count(L, R):
        i=j=c=0
        merged = []
        while i < len(L) and j < len(R):
            if L[i] <= R[j]: merged.append(L[i]); i += 1
            else: merged.append(R[j]); j += 1; c += len(L)-i
        return merged+L[i:]+R[j:], c
    if len(arr) <= 1: return arr, 0
    mid = len(arr)//2
    L, a = inversion_count_merge_sort17(arr[:mid])
    R, b = inversion_count_merge_sort17(arr[mid:])
    M, c = merge_count(L, R)
    return M, a+b+c",O(nlogn)
"def inversion_count_merge_sort18(arr):
    if len(arr) <= 1:
        return arr, 0
    mid = len(arr)//2
    L, invL = inversion_count_merge_sort18(arr[:mid])
    R, invR = inversion_count_merge_sort18(arr[mid:])
    i = j = inv = 0
    merged = []
    while i < len(L) and j < len(R):
        if L[i] <= R[j]:
            merged.append(L[i]); i += 1
        else:
            merged.append(R[j]); j += 1
            inv += len(L)-i
    merged += L[i:]+R[j:]
    return merged, invL+invR+inv",O(nlogn)
"def inversion_count_merge_sort19(arr):
    def merge(L, R):
        i = j = count = 0
        merged = []
        while i < len(L) and j < len(R):
            if L[i] <= R[j]:
                merged.append(L[i]); i += 1
            else:
                merged.append(R[j]); j += 1
                count += len(L)-i
        return merged+L[i:]+R[j:], count
    if len(arr) <= 1: return arr, 0
    mid = len(arr)//2
    L, leftCount = inversion_count_merge_sort19(arr[:mid])
    R, rightCount = inversion_count_merge_sort19(arr[mid:])
    merged, splitCount = merge(L, R)
    return merged, leftCount+rightCount+splitCount",O(nlogn)
"def inversion_count_merge_sort20(arr):
    if len(arr) < 2:
        return arr, 0
    m = len(arr)//2
    L, cntL = inversion_count_merge_sort20(arr[:m])
    R, cntR = inversion_count_merge_sort20(arr[m:])
    i = j = inv = 0
    merged = []
    while i < len(L) and j < len(R):
        if L[i] <= R[j]:
            merged.append(L[i]); i += 1
        else:
            merged.append(R[j]); j += 1; inv += len(L)-i
    merged += L[i:]+R[j:]
    return merged, cntL+cntR+inv",O(nlogn)
"def naive_string_search(text, pattern):
    # For each possible start in text, check the pattern characterâbyâcharacter
    for i in range(len(text) - len(pattern) + 1):
        for j in range(len(pattern)):
            if text[i+j] != pattern[j]:
                break
        else:
            return i
    return -1",O(n*m)
"def count_pattern_occurrences(text, pattern):
    # Count how many times pattern appears in text
    count = 0
    for i in range(len(text) - len(pattern) + 1):
        match = True
        for j in range(len(pattern)):
            if text[i+j] != pattern[j]:
                match = False
                break
        if match:
            count += 1
    return count",O(n*m)
"def naive_substring_match(text, pattern):
    # Similar to string search but with an extra boundary check
    for i in range(len(text)):
        for j in range(len(pattern)):
            if i+j >= len(text) or text[i+j] != pattern[j]:
                break
        else:
            return i
    return -1",O(n*m)
"def cartesian_product(list1, list2):
    # Compute the cartesian product of two lists
    result = []
    for a in list1:
        for b in list2:
            result.append((a, b))
    return result",O(n*m)
"def cross_product(list1, list2):
    # Using list comprehension for the cross product
    return [(x, y) for x in list1 for y in list2]",O(n*m)
"def matrix_vector_multiply(matrix, vector):
    # Multiply an n x m matrix with a vector of length m
    result = []
    for row in matrix:
        sum_val = 0
        for j in range(len(vector)):
            sum_val += row[j] * vector[j]
        result.append(sum_val)
    return result",O(n*m)
"def elementwise_matrix_addition(A, B):
    # Add two matrices of the same dimensions elementwise
    result = []
    for i in range(len(A)):
        row = []
        for j in range(len(A[0])):
            row.append(A[i][j] + B[i][j])
        result.append(row)
    return result",O(n*m)
"def naive_pairwise_comparison(list1, list2):
    # Compare every element in list1 with every element in list2
    result = []
    for a in list1:
        for b in list2:
            if a == b:
                result.append((a, b))
    return result",O(n*m)
"def dot_product_nested(list1, list2):
    # Compute a dot-product in a nested loop style (not the efficient way)
    result = 0
    for a in list1:
        for b in list2:
            result += a * b
    return result",O(n*m)
"def count_common_elements(list1, list2):
    # Count common elements by brute force pairwise checking
    count = 0
    for a in list1:
        for b in list2:
            if a == b:
                count += 1
    return count",O(n*m)
"def brute_force_string_similarity(s1, s2):
    # Count the number of character pairs that match
    similarity = 0
    for ch1 in s1:
        for ch2 in s2:
            if ch1 == ch2:
                similarity += 1
    return similarity",O(n*m)
"def compare_two_matrices(A, B):
    # Check if two matrices (n x m) are identical
    n = len(A)
    m = len(A[0])
    for i in range(n):
        for j in range(m):
            if A[i][j] != B[i][j]:
                return False
    return True",O(n*m)
"def matrix_elementwise_multiplication(A, B):
    # Multiply two matrices elementwise (both n x m)
    result = []
    n = len(A)
    m = len(A[0])
    for i in range(n):
        row = []
        for j in range(m):
            row.append(A[i][j] * B[i][j])
        result.append(row)
    return result",O(n*m)
"def string_edit_distance_brute(s1, s2):
    # Classic dynamic programming for edit distance in O(n*m) time
    dp = [[0]*(len(s2)+1) for _ in range(len(s1)+1)]
    for i in range(len(s1)+1):
        for j in range(len(s2)+1):
            if i == 0:
                dp[i][j] = j
            elif j == 0:
                dp[i][j] = i
            elif s1[i-1] == s2[j-1]:
                dp[i][j] = dp[i-1][j-1]
            else:
                dp[i][j] = 1 + min(dp[i-1][j], dp[i][j-1], dp[i-1][j-1])
    return dp[len(s1)][len(s2)]",O(n*m)
"def find_first_common_character(s1, s2):
    # Return the first common character between s1 and s2
    for ch in s1:
        for ch2 in s2:
            if ch == ch2:
                return ch
    return None",O(n*m)
"def weighted_sum_two_lists(list1, list2):
    # Multiply every pair of elements and sum them
    total = 0
    for i in range(len(list1)):
        for j in range(len(list2)):
            total += list1[i] * list2[j]
    return total",O(n*m)
"def merge_two_sorted_lists(A, B):
    # A forced merge using nested loops (not the usual O(n+m) merge)
    result = []
    for a in A:
        for b in B:
            if a <= b:
                result.append(a)
                break
        else:
            result.append(a)
    for b in B:
        result.append(b)
    return result",O(n*m)
"def find_pairs_with_sum(list1, list2, target):
    # Find all pairs (a, b) such that a + b equals target
    pairs = []
    for a in list1:
        for b in list2:
            if a + b == target:
                pairs.append((a, b))
    return pairs",O(n*m)
"def outer_product(list1, list2):
    # Compute the outer product of two lists
    result = []
    for i in range(len(list1)):
        row = []
        for j in range(len(list2)):
            row.append(list1[i] * list2[j])
        result.append(row)
    return result",O(n*m)
"def count_letter_matches(s1, s2):
    # Count how many pairs of letters from s1 and s2 match (case-sensitive)
    count = 0
    for a in s1:
        for b in s2:
            if a == b:
                count += 1
    return count",O(n*m)
"def generate_matrix(n, m):
    # Generate an n x m matrix with element (i,j) = i * j
    matrix = []
    for i in range(n):
        row = []
        for j in range(m):
            row.append(i * j)
        matrix.append(row)
    return matrix",O(n*m)
"def compare_strings_char_by_char(s1, s2):
    # Count the number of differing character pairs
    differences = 0
    for i in range(len(s1)):
        for j in range(len(s2)):
            if s1[i] != s2[j]:
                differences += 1
    return differences",O(n*m)
"def two_dimensional_search(matrix, target):
    # Search for target in an n x m matrix
    for i in range(len(matrix)):
        for j in range(len(matrix[0])):
            if matrix[i][j] == target:
                return (i, j)
    return (-1, -1)",O(n*m)
"def nested_loop_print(list1, list2):
    # Print every pair from two lists (side-effect; output not captured)
    for a in list1:
        for b in list2:
            print(a, b)
    return",O(n*m)
"def count_divisible_pairs(list1, list2, k):
    # Count pairs (a, b) such that (a + b) is divisible by k
    count = 0
    for a in list1:
        for b in list2:
            if (a + b) % k == 0:
                count += 1
    return count",O(n*m)
"def multiply_elements_by_each_other(list1, list2):
    # Return a list of products for every pair (a, b)
    result = []
    for a in list1:
        for b in list2:
            result.append(a * b)
    return result",O(n*m)
"def count_pairs_with_difference(list1, list2, diff):
    # Count pairs where the absolute difference equals diff
    count = 0
    for a in list1:
        for b in list2:
            if abs(a - b) == diff:
                count += 1
    return count",O(n*m)
"def find_longest_common_subsequence_brute(s1, s2):
    # A simplified (and not optimal) approach to build a common subsequence
    lcs = ''
    for i in range(len(s1)):
        for j in range(len(s2)):
            if s1[i] == s2[j]:
                lcs += s1[i]
    return lcs",O(n*m)
"def naive_pattern_match_indices(text, pattern):
    # Find all starting indices where pattern matches text
    indices = []
    for i in range(len(text) - len(pattern) + 1):
        match = True
        for j in range(len(pattern)):
            if text[i+j] != pattern[j]:
                match = False
                break
        if match:
            indices.append(i)
    return indices",O(n*m)
"def count_submatrix_occurrences(matrix, submatrix):
    # Count how many times submatrix occurs in a larger matrix
    count = 0
    n = len(matrix)
    m = len(matrix[0])
    a = len(submatrix)
    b = len(submatrix[0])
    for i in range(n - a + 1):
        for j in range(m - b + 1):
            match = True
            for x in range(a):
                for y in range(b):
                    if matrix[i+x][j+y] != submatrix[x][y]:
                        match = False
                        break
                if not match:
                    break
            if match:
                count += 1
    return count",O(n*m)
"def slow_string_interleaving(s1, s2):
    # Compute all interleavings by pairing characters (only the direct pairs, not all interleavings)
    result = []
    for i in range(len(s1)):
        for j in range(len(s2)):
            result.append(s1[i] + s2[j])
    return result",O(n*m)
"def combine_lists_alternately(list1, list2):
    # Create a list alternating elements from two lists (using nested loops)
    result = []
    for i in range(len(list1)):
        for j in range(len(list2)):
            result.append(list1[i])
            result.append(list2[j])
    return result",O(n*m)
"def inner_product_matrix(A, B):
    # Compute the sum of elementwise products of two matrices (assumed same dimensions)
    total = 0
    for i in range(len(A)):
        for j in range(len(A[0])):
            total += A[i][j] * B[i][j]
    return total",O(n*m)
"def count_matching_positions(list1, list2):
    # Compare each pair from two lists and count matching positions
    count = 0
    for i in range(len(list1)):
        for j in range(len(list2)):
            if list1[i] == list2[j]:
                count += 1
    return count",O(n*m)
"def double_loop_concatenation(list1, list2):
    # Concatenate string representations of every pair from two lists
    result = ''
    for a in list1:
        for b in list2:
            result += str(a) + str(b)
    return result",O(n*m)
"def nested_loop_index_sum(n, m):
    # Sum over indices given two parameters n and m
    total = 0
    for i in range(n):
        for j in range(m):
            total += i + j
    return total",O(n*m)
"def nested_loop_boolean_check(matrix, value):
    # Check if any element in an n x m matrix equals value
    found = False
    for row in matrix:
        for elem in row:
            if elem == value:
                found = True
    return found",O(n*m)
"def compare_string_pairs(list_strings, pattern):
    # For every string in list_strings, check if any character in pattern is found
    result = []
    for s in list_strings:
        for p in pattern:
            if s.find(p) != -1:
                result.append((s, p))
    return result",O(n*m)
